"alert_id","gui_mode_name","alert_time_type","effect_name","effect_code","cause_name","cause_code","affent_list","severity_name","severity_code","header","details","url","notif_start","notif_end","created_dt","last_modified_dt","closed_dt","alert_lifecycle","color","service_effect_text","short_header","timeframe_text","ObjectId","month","year","IsGreenLine","IsRedLine","IsBlueLine","IsOrangeLine","SubwayLine"
380795,"Subway","One-time","Delay","OTHER_EFFECT","disabled train","TECHNICAL_PROBLEM",NA,"up to 10 minutes",3,"Orange Line experiencing delays of up to 10 minutes due to disabled train approaching Wellington southbound, with an air problem.",NA,NA,2021-01-01,"2021/01/01 15:45:48+00","2021/01/01 15:35:52+00","2021/01/01 15:45:48+00",2021-01-01 15:45:48,"New","ED8B00","Orange Line delay","Orange Line experiencing delays of up to 10 minutes due to disabled train approaching Wellington southbound, with an air problem.",NA,91929,1,2021,0,0,0,1,"ORANGE"
380851,"Subway","One-time","Delay","OTHER_EFFECT","disabled train","TECHNICAL_PROBLEM",NA,"up to 10 minutes",3,"Orange Line experiencing southbound delays of about 10 minutes due to a train with an earlier mechanical problem at State.",NA,NA,2021-01-03,"2021/01/03 07:22:29+00","2021/01/03 07:07:04+00","2021/01/03 07:22:29+00",2021-01-03 07:22:29,"New","ED8B00","Orange Line delay","Orange Line experiencing southbound delays of about 10 minutes due to a train with an earlier mechanical problem at State.",NA,91933,1,2021,0,0,0,1,"ORANGE"
380899,"Subway","One-time","Delay","OTHER_EFFECT","medical emergency","MEDICAL_EMERGENCY",NA,"up to 15 minutes",4,"Orange Line Update: Delays of about 15 minutes in both directions due to an earlier medical emergency at Community College. Service is moving at this time.",NA,NA,2021-01-04,"2021/01/04 16:05:32+00","2021/01/04 15:36:42+00","2021/01/04 16:05:32+00",2021-01-04 16:05:32,"New","ED8B00","Orange Line delay","Orange Ln Update: Delays of about 15 minutes both ways due to an earlier medical emergency at Community College",NA,91935,1,2021,0,0,0,1,"ORANGE"
380856,"Subway","One-time","Delay","OTHER_EFFECT","police action","POLICE_ACTIVITY",NA,"up to 10 minutes",3,"Red Line experiencing southbound delays of about 10 minutes due to earlier police activity at Harvard. Service is moving at this time.",NA,NA,2021-01-03,"2021/01/03 11:48:53+00","2021/01/03 11:36:36+00","2021/01/03 11:48:53+00",2021-01-03 11:48:53,"New","DA291C","Red Line delay","Red Line experiencing southbound delays of about 10 minutes due to earlier police activity at Harvard. Service is moving at this time.",NA,91956,1,2021,0,1,0,0,"RED"
380801,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 15 minutes",4,"Green Line B branch trains delayed about 15 minutes in both directions after we responded to an auto blocking the track area at Allston Street.",NA,NA,2021-01-01,"2021/01/01 19:48:53+00","2021/01/01 19:23:13+00","2021/01/01 19:48:53+00",2021-01-01 19:48:53,"New","00843D","Green Line B branch delay","Green Line B branch trains delayed about 15 minutes in both directions after we responded to an auto blocking the track area at Allston St",NA,91965,1,2021,1,0,0,0,"GREEN"
380957,"Subway","One-time","Delay","OTHER_EFFECT","police action","POLICE_ACTIVITY",NA,"up to 10 minutes",3,"Red Line Update: Residual delays of about 10 minutes due to earlier police activity at Kendall/MIT.",NA,NA,2021-01-05,"2021/01/05 16:23:07+00","2021/01/05 16:06:15+00","2021/01/05 16:23:07+00",2021-01-05 16:23:07,"New","DA291C","Red Line delay","Red Line Update: Residual delays of about 10 minutes due to earlier police activity at Kendall/MIT.",NA,91982,1,2021,0,1,0,0,"RED"
380808,"Subway","One-time","Delay","OTHER_EFFECT","signal problem","TECHNICAL_PROBLEM",NA,"up to 15 minutes",4,"Blue Line trains are delayed about 15 minutes in both directions while we respond to a signal problem at Orient Heights.",NA,NA,2021-01-01,"2021/01/01 23:01:38+00","2021/01/01 22:17:23+00","2021/01/01 23:01:38+00",2021-01-01 23:01:38,"New","003DA5","Blue Line delay","Blue Line trains are delayed about 15 minutes in both directions while we respond to a signal problem at Orient Heights.",NA,91983,1,2021,0,0,1,0,"BLUE"
380906,"Subway","One-time","Delay","OTHER_EFFECT","signal problem","TECHNICAL_PROBLEM",NA,"up to 10 minutes",3,"Blue Line Update: Delays of about 10 minutes due to an earlier signal problem at Orient Heights.",NA,NA,2021-01-04,"2021/01/04 20:29:19+00","2021/01/04 19:34:59+00","2021/01/04 20:29:19+00",2021-01-04 20:29:19,"New","003DA5","Blue Line delay","Blue Line Update: Delays of about 10 minutes due to an earlier signal problem at Orient Heights.",NA,91988,1,2021,0,0,1,0,"BLUE"
380860,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 15 minutes",4,"Green Line: Eastbound B branch trains delayed about 15 minutes after we removed a train from service with a mechanical problem at Chestnut Hill Avenue.",NA,NA,2021-01-03,"2021/01/03 17:16:29+00","2021/01/03 16:47:59+00","2021/01/03 17:16:29+00",2021-01-03 17:16:29,"New","00843D","Green Line B branch delay","Green Line: Eastbound B trains delayed about 15 minutes after we removed a train from service with a mechanical problem at Chestnut Hill Ave",NA,91990,1,2021,1,0,0,0,"GREEN"
380910,"Subway","One-time","Delay","OTHER_EFFECT","disabled train","TECHNICAL_PROBLEM",NA,"up to 10 minutes",3,"Orange Line Update: Residual northbound delays of about 10 minutes due to an earlier disabled train at Green Street. .",NA,NA,2021-01-04,"2021/01/04 21:19:08+00","2021/01/04 20:14:20+00","2021/01/04 21:19:08+00",2021-01-04 21:19:08,"New","ED8B00","Orange Line delay","Orange Line Update: Residual northbound delays of about 10 minutes due to an earlier disabled train at Green Street. .",NA,91998,1,2021,0,0,0,1,"ORANGE"
380981,"Subway","One-time","Delay","OTHER_EFFECT","disabled train","TECHNICAL_PROBLEM",NA,"up to 15 minutes",4,"Orange Line experiencing northbound delays of up to 15 minutes due to a train with an earlier mechanical problem approaching Tufts. Service is moving at this time.",NA,NA,2021-01-06,"2021/01/06 07:01:00+00","2021/01/06 06:40:10+00","2021/01/06 07:01:00+00",2021-01-06 07:01:00,"New","ED8B00","Orange Line delay","Orange Ln experiencing northbound delays of up to 15 minutes due to a train with an earlier mechanical problem approaching Tufts",NA,92022,1,2021,0,0,0,1,"ORANGE"
381004,"Subway","One-time","Shuttle","DETOUR",NA,"UNKNOWN_CAUSE",NA,"up to 30 minutes",7,"Shuttle buses replacing Red Line service between Harvard and Park Street while we respond to a power problem near Central. Please expect delays as buses are sent.","Affected stops:
Harvard
Central
Kendall/MIT
Charles/MGH
Park Street",NA,2021-01-06,"2021/01/06 16:32:50+00","2021/01/06 15:50:22+00","2021/01/06 16:32:50+00",2021-01-06 16:32:50,"New","DA291C","Red Line shuttle","Shuttle buses replacing Red Ln between Harvard & Park St while we respond to a power problem near Central",NA,92045,1,2021,0,1,0,0,"RED"
381008,"Subway","One-time","Delay","OTHER_EFFECT","power problem","TECHNICAL_PROBLEM",NA,"up to 15 minutes",4,"Red Line trains are delayed about 15 minutes after an earlier power problem near Central Square.",NA,NA,2021-01-06,"2021/01/06 17:31:48+00","2021/01/06 16:33:44+00","2021/01/06 17:31:48+00",2021-01-06 17:31:48,"New","DA291C","Red Line delay","Red Line trains are delayed about 15 minutes after an earlier power problem near Central Square.",NA,92049,1,2021,0,1,0,0,"RED"
381042,"Subway","One-time","Shuttle","DETOUR","power problem","TECHNICAL_PROBLEM",NA,"up to 30 minutes",7,"Shuttle buses replacing Red Line service between Broadway and JFK/UMass due to a power problem at Andrew.","Affected stops:
Broadway
Andrew
JFK/UMass",NA,2021-01-07,"2021/01/07 06:30:55+00","2021/01/07 05:27:07+00","2021/01/07 06:30:55+00",2021-01-07 06:30:55,"New","DA291C","Red Line shuttle","Shuttle buses replacing Red Line service between Broadway and JFK/UMass due to a power problem at Andrew.",NA,92085,1,2021,0,1,0,0,"RED"
381046,"Subway","One-time","Delay","OTHER_EFFECT","power problem","TECHNICAL_PROBLEM",NA,"up to 15 minutes",4,"Red Line experiencing delays of up to 15 minutes due to an earlier power problem at Andrew.",NA,NA,2021-01-07,"2021/01/07 07:05:03+00","2021/01/07 06:41:18+00","2021/01/07 07:05:03+00",2021-01-07 07:05:03,"New","DA291C","Red Line delay","Red Line experiencing delays of up to 15 minutes due to an earlier power problem at Andrew.",NA,92089,1,2021,0,1,0,0,"RED"
381163,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 15 minutes",4,"Green Line: Eastbound B branch trains delayed about 15 minutes after we responded to a train with a power problem at Sutherland Road.",NA,NA,2021-01-08,"2021/01/08 16:27:00+00","2021/01/08 15:44:28+00","2021/01/08 16:27:00+00",2021-01-08 16:27:00,"New","00843D","Green Line B branch delay","Green Line: Eastbound B branch trains delayed about 15 minutes after we responded to a train with a power problem at Sutherland Road.",NA,92111,1,2021,1,0,0,0,"GREEN"
381180,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 10 minutes",3,"Red Line trains are delayed about 10 minutes after we removed a train from service with a power problem at JFK/UMass.",NA,NA,2021-01-08,"2021/01/08 20:43:55+00","2021/01/08 20:32:44+00","2021/01/08 20:43:55+00",2021-01-08 20:43:55,"New","DA291C","Red Line delay","Red Line trains are delayed about 10 minutes after we removed a train from service with a power problem at JFK/UMass.",NA,92131,1,2021,0,1,0,0,"RED"
381186,"Subway","One-time","Delay","OTHER_EFFECT","disabled train","TECHNICAL_PROBLEM",NA,"up to 10 minutes",3,"Blue Line experiencing delays of up to 10 minutes due to disabled train at Government Center westbound with a door problem.",NA,NA,2021-01-09,"2021/01/09 07:12:52+00","2021/01/09 06:28:52+00","2021/01/09 07:12:52+00",2021-01-09 07:12:52,"New","003DA5","Blue Line delay","Blue Line experiencing delays of up to 10 minutes due to disabled train at Government Center westbound with a door problem.",NA,92137,1,2021,0,0,1,0,"BLUE"
381189,"Subway","One-time","Delay","OTHER_EFFECT","disabled train","TECHNICAL_PROBLEM",NA,"up to 10 minutes",3,"Red Line experiencing delays of up to 10 minutes due to a disabled train with a door problem at Quincy Center southbound.",NA,NA,2021-01-09,"2021/01/09 09:46:19+00","2021/01/09 09:14:47+00","2021/01/09 09:46:19+00",2021-01-09 09:46:19,"New","DA291C","Red Line delay","Red Line experiencing delays of up to 10 minutes due to a disabled train with a door problem at Quincy Center southbound.",NA,92141,1,2021,0,1,0,0,"RED"
381198,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 15 minutes",4,"Green Line: Eastbound D branch trains delayed about 15 minutes while we respond to a train with a mechanical problem at Longwood.",NA,NA,2021-01-09,"2021/01/09 14:29:32+00","2021/01/09 14:02:16+00","2021/01/09 14:29:32+00",2021-01-09 14:29:32,"New","00843D","Green Line D branch delay","Green Line: Eastbound D branch trains delayed about 15 minutes while we respond to a train with a mechanical problem at Longwood.",NA,92151,1,2021,1,0,0,0,"GREEN"
381065,"Subway","One-time","Delay","OTHER_EFFECT","disabled train","TECHNICAL_PROBLEM",NA,"up to 15 minutes",4,"Green Line D Branch experiencing eastbound delays of up to 15 minutes due to a train with a mechanical problem at Beaconsfield.","Affected stops:
Riverside
Woodland
Waban
Eliot
Newton Highlands
Newton Centre
Chestnut Hill
Reservoir
Beaconsfield
Brookline Hills
Brookline Village
Longwood
Fenway",NA,2021-01-07,"2021/01/07 10:31:56+00","2021/01/07 09:56:24+00","2021/01/07 10:31:56+00",2021-01-07 10:31:56,"New","00843D","Green Line D branch delay","Green Line D Branch experiencing eastbound delays of up to 15 minutes due to a train with a mechanical problem at Beaconsfield.",NA,92177,1,2021,1,0,0,0,"GREEN"
381270,"Subway","One-time","Delay","OTHER_EFFECT","police action","POLICE_ACTIVITY",NA,"up to 10 minutes",3,"Red Line - Braintree Branch: Northbound delays of about 10 minutes due to police activity at North Quincy.",NA,NA,2021-01-11,"2021/01/11 14:55:35+00","2021/01/11 14:46:16+00","2021/01/11 14:55:35+00",2021-01-11 14:55:35,"New","DA291C","Red Line delay","Red Line - Braintree Branch: Northbound delays of about 10 minutes due to police activity at North Quincy.",NA,92192,1,2021,0,1,0,0,"RED"
381341,"Subway","One-time","Delay","OTHER_EFFECT","disabled train","TECHNICAL_PROBLEM",NA,"up to 10 minutes",3,"Orange Line experiencing northbound delays of about 10 minutes due to a train with an earlier mechanical problem at Community College. The train has been removed from service.",NA,NA,2021-01-12,"2021/01/12 17:53:40+00","2021/01/12 17:44:32+00","2021/01/12 17:53:40+00",2021-01-12 17:53:40,"New","ED8B00","Orange Line delay","Orange Ln experiencing northbound delays of about 10 minutes due to a train with an earlier mechanical problem at Community College",NA,92203,1,2021,0,0,0,1,"ORANGE"
381221,"Subway","One-time","Delay","OTHER_EFFECT","disabled train","TECHNICAL_PROBLEM",NA,"up to 15 minutes",4,"Blue Line experiencing delays of up to 15 minutes due to disabled train at Aquarium",NA,NA,2021-01-10,"2021/01/10 11:12:16+00","2021/01/10 10:37:38+00","2021/01/10 11:12:16+00",2021-01-10 11:12:16,"New","003DA5","Blue Line delay","Blue Line experiencing delays of up to 15 minutes due to disabled train at Aquarium",NA,92222,1,2021,0,0,1,0,"BLUE"
381135,"Subway","One-time","Delay","OTHER_EFFECT","accident","ACCIDENT",NA,"up to 15 minutes",4,"Green Line B Branch experiencing delays of up to 15 minutes due to an earlier accident at Allston Street.","Affected stops:
Boston College
South Street
Chestnut Hill Avenue
Chiswick Road
Sutherland Road
Washington Street
Warren Street
Allston Street
Griggs Street
Harvard Avenue
Packards Corner
Babcock Street
Pleasant Street
Saint Paul Street
Boston University West
Boston University Central
Boston University East
Blandford Street",NA,2021-01-08,"2021/01/08 08:29:14+00","2021/01/08 07:25:38+00","2021/01/08 08:29:14+00",2021-01-08 08:29:14,"New","00843D","Green Line B branch delay","Green Line B Branch experiencing delays of up to 15 minutes due to an earlier accident at Allston Street.",NA,92241,1,2021,1,0,0,0,"GREEN"
381233,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 15 minutes",4,"Red Line: Braintree branch trains delayed about 15 minutes after we removed a train from service with a door problem at North Quincy.","Affected stops:
North Quincy
Wollaston
Quincy Center
Quincy Adams
Braintree",NA,2021-01-10,"2021/01/10 19:41:10+00","2021/01/10 18:51:31+00","2021/01/10 19:41:10+00",2021-01-10 19:41:10,"New","DA291C","Red Line delay","Red Line: Braintree branch trains delayed about 15 minutes after we removed a train from service with a door problem at North Quincy.",NA,92267,1,2021,0,1,0,0,"RED"
381252,"Subway","One-time","Delay","OTHER_EFFECT","disabled train","TECHNICAL_PROBLEM",NA,"up to 15 minutes",4,"Green Line experiencing delays of up to 15 minutes due to a train with an earlier door problem at Hynes.","Affected stops:
North Station
Haymarket
Government Center
Park Street
Boylston
Arlington
Copley
Hynes Convention Center
Kenmore
Prudential
Symphony",NA,2021-01-11,"2021/01/11 09:20:13+00","2021/01/11 09:06:04+00","2021/01/11 09:20:13+00",2021-01-11 09:20:13,"New","00843D","Green Line delay","Green Line experiencing delays of up to 15 minutes due to a train with an earlier door problem at Hynes.",NA,92376,1,2021,1,0,0,0,"GREEN"
381426,"Subway","One-time","Delay","OTHER_EFFECT","maintenance","MAINTENANCE",NA,"up to 15 minutes",4,"Blue Line experiencing delays of about 15 minutes due to a maintenance train inspecting the overhead wires.",NA,NA,2021-01-13,"2021/01/13 11:59:28+00","2021/01/13 11:42:10+00","2021/01/13 11:59:28+00",2021-01-13 11:59:28,"New","003DA5","Blue Line delay","Blue Line experiencing delays of about 15 minutes due to a maintenance train inspecting the overhead wires.",NA,92384,1,2021,0,0,1,0,"BLUE"
381306,"Subway","One-time","Delay","OTHER_EFFECT","police action","POLICE_ACTIVITY",NA,"up to 10 minutes",3,"Red Line Braintree Branch experiencing southbound delays of up to 10 minutes due to earlier police activity.","Affected stops:
North Quincy
Wollaston
Quincy Center
Quincy Adams
Braintree",NA,2021-01-12,"2021/01/12 10:26:48+00","2021/01/12 10:04:29+00","2021/01/12 10:26:48+00",2021-01-12 10:26:48,"New","DA291C","Red Line delay","Red Line Braintree Branch experiencing southbound delays of up to 10 minutes due to earlier police activity.",NA,92386,1,2021,0,1,0,0,"RED"
381427,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 10 minutes",3,"Green Line experiencing westbound delays of up to 10 minutes due to a train with a mechanical problem near Kenmore.","Affected stops:
North Station
Haymarket
Government Center
Park Street
Boylston
Arlington
Copley
Hynes Convention Center
Kenmore
Prudential
Symphony",NA,2021-01-13,"2021/01/13 12:27:18+00","2021/01/13 12:05:42+00","2021/01/13 12:27:18+00",2021-01-13 12:27:18,"New","00843D","Green Line delay","Green Line experiencing westbound delays of up to 10 minutes due to a train with a mechanical problem near Kenmore.",NA,92391,1,2021,1,0,0,0,"GREEN"
381456,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 10 minutes",3,"Green Line D branch trains delayed about 10 minutes while we respond to a train with a door problem at Eliot.",NA,NA,2021-01-13,"2021/01/13 19:52:43+00","2021/01/13 19:15:35+00","2021/01/13 19:52:43+00",2021-01-13 19:52:43,"New","00843D","Green Line D branch delay","Green Line D branch trains delayed about 10 minutes while we respond to a train with a door problem at Eliot.",NA,92429,1,2021,1,0,0,0,"GREEN"
381477,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 10 minutes",3,"Red Line experiencing delays of up to 10 minutes due to a train with a mechanical problem at Davis. The train is being taken out of service.",NA,NA,2021-01-14,"2021/01/14 08:02:32+00","2021/01/14 07:31:39+00","2021/01/14 08:02:32+00",2021-01-14 08:02:32,"New","DA291C","Red Line delay","Red Line experiencing delays of up to 10 minutes due to a train with a mechanical problem at Davis. The train is being taken out of service.",NA,92450,1,2021,0,1,0,0,"RED"
381793,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 15 minutes",4,"Green Line B branch trains delayed about 15 minutes while we respond to a train with its brakes holding at Boston College.",NA,NA,2021-01-21,"2021/01/21 16:59:18+00","2021/01/21 16:42:21+00","2021/01/21 16:59:18+00",2021-01-21 16:59:18,"New","00843D","Green Line B branch delay","Green Line B branch trains delayed about 15 minutes while we respond to a train with its brakes holding at Boston College.",NA,92469,1,2021,1,0,0,0,"GREEN"
381806,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 15 minutes",4,"Green Line B branch trains delayed about 15 minutes while we respond to an auto blocking the track area at Packard's Corner.",NA,NA,2021-01-21,"2021/01/21 21:41:51+00","2021/01/21 21:26:09+00","2021/01/21 21:41:51+00",2021-01-21 21:41:51,"New","00843D","Green Line B branch delay","Green Line B branch trains delayed about 15 minutes while we respond to an auto blocking the track area at Packard's Corner.",NA,92482,1,2021,1,0,0,0,"GREEN"
381733,"Subway","One-time","Delay","OTHER_EFFECT","disabled train","TECHNICAL_PROBLEM",NA,"up to 15 minutes",4,"Green Line B Branch Update: Eastbound delays of about 15 minutes due to an earlier disabled train at Boston College. The train has been removed from service.",NA,NA,2021-01-20,"2021/01/20 15:25:17+00","2021/01/20 14:52:11+00","2021/01/20 15:25:17+00",2021-01-20 15:25:17,"New","00843D","Green Line B branch delay","Green Ln B Update: Eastbound delays of about 15 minutes due to an earlier disabled train at Boston College",NA,92511,1,2021,1,0,0,0,"GREEN"
381587,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 10 minutes",3,"Orange Line trains delayed about 10 minutes after we responded to a train with a mechanical problem at Malden Center northbound.",NA,NA,2021-01-16,"2021/01/16 10:47:54+00","2021/01/16 10:30:27+00","2021/01/16 10:47:54+00",2021-01-16 10:47:54,"New","ED8B00","Orange Line delay","Orange Line trains delayed about 10 minutes after we responded to a train with a mechanical problem at Malden Center northbound.",NA,92545,1,2021,0,0,0,1,"ORANGE"
381490,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 15 minutes",4,"Green Line experiencing delays of up to 15 minutes due to an earlier sick passenger.","Affected stops:
North Station
Haymarket
Government Center
Park Street
Boylston
Arlington
Copley
Hynes Convention Center
Kenmore",NA,2021-01-14,"2021/01/14 11:07:41+00","2021/01/14 10:44:19+00","2021/01/14 11:07:41+00",2021-01-14 11:07:41,"New","00843D","Green Line delay","Green Line experiencing delays of up to 15 minutes due to an earlier sick passenger.",NA,92561,1,2021,1,0,0,0,"GREEN"
381491,"Subway","One-time","Delay","OTHER_EFFECT","medical emergency","MEDICAL_EMERGENCY",NA,"up to 15 minutes",4,"Red Line experiencing northbound delays of up to 15 minutes due to an earlier sick passenger.",NA,NA,2021-01-14,"2021/01/14 11:11:36+00","2021/01/14 10:54:40+00","2021/01/14 11:11:36+00",2021-01-14 11:11:36,"New","DA291C","Red Line delay","Red Line experiencing northbound delays of up to 15 minutes due to an earlier sick passenger.",NA,92563,1,2021,0,1,0,0,"RED"
381607,"Subway","One-time","Delay","OTHER_EFFECT",NA,"UNKNOWN_CAUSE",NA,"up to 10 minutes",3,"Orange Line trains delayed about 10 minutes after earlier police activity at Downtown Crossing southbound. Some trains may stand at stations.",NA,NA,2021-01-16,"2021/01/16 16:54:17+00","2021/01/16 16:27:49+00","2021/01/16 16:54:17+00",2021-01-16 16:54:17,"New","ED8B00","Orange Line delay","Orange Line trains delayed about 10 minutes after earlier police activity at Downtown Crossing southbound. Some trains may stand at stations",NA,92617,1,2021,0,0,0,1,"ORANGE"
